dif,R,RMSE,KGE,name,R_rank,RMSE_rank,all_rank
-6.1,0.289500579,34.29143237,-0.227363431,Budburstmintomaxcubic_SoS_threshold_NDVI4,133,73,206
6.9,0.386062334,41.41449744,-2.309869843,Budburstcubic_SoS_threshold_NDPI2,104,107,211
1.9,0.25183503,33.85402367,-0.274800104,Budburstmintomaxcubic_SoS_threshold_NDVI3,142,72,214
13.9,0.309275548,36.78725648,-0.539836034,Budburstcubic_SoS_threshold_NDVI2,130,85,215
-26.1,0.483289541,50.03483908,-1.275514624,Budburstfilter_cubic_SoS_threshold_PPI5,83,134,217
21.9,0.277537672,36.22269607,-0.143746089,Budburstcubic_SoS_threshold_EVI1,137,82,219
-16.1,0.327525678,39.4648909,-0.462378592,Budburstmintomaxcubic_SoS_threshold_EVI5,123,96,219
6.9,0.360748219,41.53962192,-2.185623324,Budburstmintomaxcubic_SoS_threshold_NDPI2,111,109,220
-23.1,0.427337885,46.62976979,-1.556362397,Budburstfilterdoublelogistic_SoS_threshold_PPI4,94,128,222
12.9,0.35894592,44.31781803,-2.316607559,Budburstcubic_SoS_threshold_NDPI13,113,114,227
8.9,0.392586445,46.42614212,-2.291674506,Budburstdoublelogistic_SoS_threshold_NDVI1,100,127,227
-13.1,0.319994857,40.17196658,-1.755117414,Budburstdoublelogistic_SoS_threshold_NDGI4,128,101,229
-7.1,0.387235371,48.51365122,-2.02536808,Budburstmintomaxdoublelogistic_SoS_threshold_PPI4,102,129,231
-1.1,0.283038007,39.85957149,-1.506834959,Budburstcubic_SoS_threshold_NDGI4,135,98,233
19.9,0.34864854,45.14173609,-1.994211813,Budburstcubic_SoS_threshold_NDPI1,116,119,235
-2.1,0.367488526,46.38539426,-3.297716835,Budburstcubic_SoS_threshold_NDPI3,109,126,235
-29.1,0.425592651,51.80381043,-1.912110791,Budburstfilterdoublelogistic_SoS_threshold_PPI5,96,139,235
-18.1,0.32569307,42.39385278,-2.060242286,Budburstdoublelogistic_SoS_threshold_NDGI5,124,112,236
13.9,0.212569934,38.07437095,-0.420211414,Budburstmintomaxcubic_SoS_threshold_NDVI2,150,90,240
-2.1,0.345669687,46.12660755,-3.156906814,Budburstmintomaxcubic_SoS_threshold_NDPI3,117,125,242
-8.1,0.385425229,52.29924179,-4.08323268,Budburstdoublelogistic_SoS_threshold_PPI4,105,140,245
-10.1,0.36182224,50.24361904,-3.741135473,Budburstcubic_SoS_threshold_NDPI4,110,136,246
-7.1,0.288144065,42.5231836,-2.068508978,Budburstdoublelogistic_SoS_threshold_NDGI3,134,113,247
-14.1,0.248513232,40.68631737,-0.642641243,Budburstmintomaxcubic_SoS_threshold_NDVI5,144,104,248
12.9,0.310612677,45.15054751,-2.239521392,Budburstmintomaxcubic_SoS_threshold_NDPI13,129,120,249
21.9,0.159102678,38.45924681,-0.17443604,Budburstmintomaxcubic_SoS_threshold_EVI1,160,92,252
-12.1,0.382038541,53.63047441,-2.405028203,Budburstmintomaxdoublelogistic_SoS_threshold_PPI5,107,145,252
19.9,0.308068199,45.8937402,-1.968483683,Budburstmintomaxcubic_SoS_threshold_NDPI1,131,123,254
-8.1,0.197525031,39.8781816,-1.083423685,Budburstmintomaxcubic_SoS_threshold_NDGI5,156,99,255
-1.1,0.204303079,40.48426551,-1.269992793,Budburstmintomaxcubic_SoS_threshold_NDGI4,152,103,255
-3.1,0.351902854,52.3667427,-4.766792063,Budburstdoublelogistic_SoS_threshold_PPI3,114,141,255
-10.1,0.325328375,50.01755096,-3.584686705,Budburstmintomaxcubic_SoS_threshold_NDPI4,125,133,258
22.9,0.246831134,44.45118198,-0.937823477,Budburstcubic_SoS_threshold_NDVI13,145,116,261
-13.1,0.359036284,56.0738095,-3.855042295,Budburstdoublelogistic_SoS_threshold_PPI5,112,150,262
-20.1,0.382202997,58.05871988,-6.273463087,Budburstdoublelogistic_SoS_threshold_NDPI5,106,156,262
22.9,0.216044739,44.35840054,-0.830896008,Budburstmintomaxcubic_SoS_threshold_NDVI13,149,115,264
-17.1,0.3333385,56.02365112,-4.340093269,Budburstcubic_SoS_threshold_NDPI5,120,149,269
-1.1,0.265635159,49.58569676,-2.890674311,Budburstdoublelogistic_SoS_threshold_NDGI2,140,131,271
11.9,0.206808332,45.95516093,-1.735239999,Budburstcubic_SoS_threshold_NDGI3,151,124,275
11.9,0.198029601,45.23592966,-1.507293561,Budburstmintomaxcubic_SoS_threshold_NDGI3,155,121,276
-16.1,0.338495492,58.3760347,-6.416175187,Budburstdoublelogistic_SoS_threshold_NDPI4,119,157,276
3.9,0.324549005,59.03978657,-6.174614043,Budburstdoublelogistic_SoS_threshold_PPI2,126,158,284
-17.1,0.27517362,55.97341566,-4.173441326,Budburstmintomaxcubic_SoS_threshold_NDPI5,138,148,286
7.9,0.333155024,61.70813352,-6.387688819,Budburstdoublelogistic_SoS_threshold_PPI13,121,165,286
34.9,0.200032205,50.12079749,-1.014986869,Budburstmintomaxcubic_SoS_threshold_NDVI1,154,135,289
3.9,0.235302317,52.87338122,-2.90750557,Budburstdoublelogistic_SoS_threshold_NDGI13,147,143,290
68.9,0.266093276,56.72160513,-1.405741667,Budburstmintomaxcubic_SoS_threshold_NDGI1,139,152,291
9.9,0.303366182,59.47861741,-3.539619625,Budburstdoublelogistic_SoS_threshold_NDGI1,132,159,291
34.9,0.194557523,50.34644063,-1.280072229,Budburstmintomaxcubic_SoS_threshold_NDGI2,157,137,294
34.9,0.163057989,51.27465838,-1.091330254,Budburstcubic_SoS_threshold_NDVI1,159,138,297
64.9,0.201228691,52.87496881,-1.256844952,Budburstmintomaxcubic_SoS_threshold_NDGI13,153,144,297
13.9,0.324503643,65.41130554,-6.29926104,Budburstdoublelogistic_SoS_threshold_PPI1,127,172,299
34.9,0.133450935,52.50734186,-1.470225375,Budburstcubic_SoS_threshold_NDGI2,162,142,304
-11.1,0.257865516,61.63917157,-6.733418577,Budburstdoublelogistic_SoS_threshold_NDPI3,141,164,305
-5.1,0.139382915,56.32313198,-4.442718085,Budburstcubic_SoS_threshold_PPI4,161,151,312
-5.1,0.237722301,61.87192201,-6.127548703,Budburstdoublelogistic_SoS_threshold_NDPI2,146,166,312
-1.1,0.24965747,62.87648999,-5.816634198,Budburstdoublelogistic_SoS_threshold_NDPI13,143,169,312
64.9,0.105273302,55.41101987,-1.400565669,Budburstcubic_SoS_threshold_NDGI13,166,147,313
4.9,0.112587905,57.56341172,-4.685984938,Budburstmintomaxcubic_SoS_threshold_PPI3,164,154,318
4.9,0.12904906,57.89499473,-4.913940745,Budburstcubic_SoS_threshold_PPI3,163,155,318
-14.1,0.186135039,59.91752707,-4.283517131,Budburstcubic_SoS_threshold_PPI5,158,161,319
2.9,0.221241078,67.3306873,-5.5621802,Budburstdoublelogistic_SoS_threshold_NDPI1,148,174,322
-5.1,0.048422061,57.34863782,-4.333591756,Budburstmintomaxcubic_SoS_threshold_PPI4,171,153,324
33.9,0.107332492,59.65245427,-4.376177149,Budburstmintomaxcubic_SoS_threshold_PPI2,165,160,325
68.9,0.081793012,60.05646829,-1.508457166,Budburstcubic_SoS_threshold_NDGI1,169,162,331
33.9,0.061559882,61.17713077,-4.599204478,Budburstcubic_SoS_threshold_PPI2,170,163,333
64.9,0.098608051,62.35895006,-4.138246338,Budburstmintomaxcubic_SoS_threshold_PPI13,167,168,335
68.9,0.094235632,64.69097224,-3.974306492,Budburstmintomaxcubic_SoS_threshold_PPI1,168,171,339
-14.1,-0.002602595,62.14066113,-4.268260824,Budburstmintomaxcubic_SoS_threshold_PPI5,174,167,341
64.9,0.034397387,64.5089359,-4.379572512,Budburstcubic_SoS_threshold_PPI13,172,170,342
68.9,0.019276371,66.95044408,-4.155036789,Budburstcubic_SoS_threshold_PPI1,173,173,346
