dif,R,RMSE,KGE,name,R_rank,RMSE_rank,all_rank
25.5,0.110840806,65.70665656,-26.07118696,Budburst_cubic_SoS_threshold_NDVI1,227,201,428
100.5,0.108226105,68.0506172,-31.94713177,Budburst_cubic_SoS_threshold_NDPI2,228,202,430
-97.5,0.182588642,117.1630799,-93.09247276,Budburst_SoS_mintomaxthreshold_NDPI1,203,229,432
-97.5,0.182588642,117.1630799,-93.09247276,Budburst_SoS_mintomaxthreshold_NDPI13,204,230,434
-97.5,0.182588642,117.1630799,-93.09247276,Budburst_SoS_mintomaxthreshold_NDPI2,205,231,436
21.5,0.073599629,75.65240206,-34.2385238,Budburst_cubic_SoS_threshold_DVI13,231,207,438
-97.5,0.182588642,117.1630799,-93.09247276,Budburst_SoS_mintomaxthreshold_NDPI3,206,232,438
27.5,0.04043518,74.0020494,-32.84946359,Budburst_cubic_SoS_threshold_NDGI13,234,205,439
-97.5,0.182588642,117.1630799,-93.09247276,Budburst_SoS_mintomaxthreshold_NDPI4,207,233,440
23.5,0.009244999,68.94914911,-29.09719166,Budburst_cubic_SoS_threshold_NDGI2,238,203,441
20.5,0.028093627,69.72615583,-30.00493496,Budburst_cubic_SoS_threshold_DVI2,237,204,441
100.5,0.039698106,74.97945343,-35.31219602,Budburst_cubic_SoS_threshold_NDPI13,235,206,441
-97.5,0.182588642,117.1630799,-93.09247276,Budburst_SoS_mintomaxthreshold_NDPI5,208,234,442
23.5,0.053223985,83.03889525,-40.68316976,Budburst_cubic_SoS_threshold_DVI1,233,210,443
31.5,-0.084960491,82.32043833,-40.07577443,Budburst_cubic_SoS_threshold_NDGI1,239,209,448
100.5,-0.101111759,82.28412897,-40.87004952,Budburst_cubic_SoS_threshold_NDPI1,240,208,448
-136.5,0.130679042,134.8184384,-109.2791856,Budburst_SoS_mintomaxthreshold_DVI1,219,235,454
-136.5,0.130679042,134.8184384,-109.2791856,Budburst_SoS_mintomaxthreshold_DVI13,220,236,456
-136.5,0.130679042,134.8184384,-109.2791856,Budburst_SoS_mintomaxthreshold_DVI2,221,237,458
-136.5,0.130679042,134.8184384,-109.2791856,Budburst_SoS_mintomaxthreshold_DVI3,222,238,460
-136.5,0.130679042,134.8184384,-109.2791856,Budburst_SoS_mintomaxthreshold_DVI4,223,239,462
-136.5,0.130679042,134.8184384,-109.2791856,Budburst_SoS_mintomaxthreshold_DVI5,224,240,464
