dif,R,RMSE,KGE,name,R_rank,RMSE_rank,KGE_rank,rank
-44.25,-0.187299098,59.71631554,-19.98943057,leafcubic_SoS_threshold_PPI5,242,222,208,672
-21.75,0.132888262,76.24003779,-62.97818727,leafdoublelogistic_SoS_threshold_NDPI4,145,259,269,673
-5.75,0.067521706,64.60475388,-45.96259845,leafdoublelogistic_SoS_threshold_PPI3,177,240,257,674
-26.75,0.106223309,75.92193995,-64.89854852,leafdoublelogistic_SoS_threshold_NDPI5,158,258,270,686
10.25,0.070050005,69.47189069,-46.05390945,leafdoublelogistic_SoS_threshold_PPI1,175,254,258,687
-71.75,-0.091477879,66.42699458,-22.22511857,leafSoS_threshold_PPI5,229,245,215,689
-4.75,0.084290118,79.15563959,-48.33503345,leafdoublelogistic_SoS_threshold_NDPI13,172,264,261,697
-36.75,-0.122274915,60.27341625,-37.35986168,leafSoS_threshold_PPI3,231,223,244,698
1.25,0.064933285,81.04496936,-42.36449185,leafdoublelogistic_SoS_threshold_NDPI1,180,267,252,699
4.25,0.027328727,66.85303896,-46.36637916,leafdoublelogistic_SoS_threshold_PPI13,200,247,260,707
-8.75,0.062745515,77.52858829,-52.33258789,leafdoublelogistic_SoS_threshold_NDPI2,183,260,265,708
-15.75,0.063669928,78.32240914,-59.74268236,leafdoublelogistic_SoS_threshold_NDPI3,182,262,268,712
0.25,0.020164368,68.55682055,-50.42522599,leafdoublelogistic_SoS_threshold_PPI2,204,252,262,718
-40.75,-0.273383929,63.60519184,-34.24621924,leafSoS_threshold_PPI4,258,234,241,733
